id,osmid,name,lanes,len,maxUsed
6848,85644911,Van Ness Avenue,3,1,4.0
6849,85644912,Green Street,,3,4.0
6850,85644914,Van Ness Avenue,,1,4.0
6851,85644915,Filbert Street,,18,2.0
6852,85644916,Van Ness Avenue,3,1,4.0
6853,85644918,Van Ness Avenue,,3,4.0
6854,85644919,Vallejo Street,,15,3.0
6855,85644921,Van Ness Avenue,,2,4.0
6856,85644923,Broadway Street,,1,4.0
6857,85644925,Van Ness Avenue,3,1,4.0
6858,85644926,Francisco Street,,1,4.0
6859,85644927,Vallejo Street,,1,4.0
6860,85644928,Broadway Street,,2,3.0
6861,85644929,Union Street,,9,4.0
6862,85644931,Van Ness Avenue,3,3,4.0
6863,85644934,Broadway Street,,3,5.0
6864,85644935,Van Ness Avenue,3,6,4.0
6865,85644937,Bay Street,,4,3.0
6866,85644939,Greenwich Street,,10,4.0
6867,85644941,Pacific Avenue,,6,4.0
6868,85644942,Lombard Street,3,3,4.0
6869,85644944,Broadway Street,,1,2.0
6870,85644946,Green Street,,1,4.0
6871,85644947,Bay Street,,1,4.0
6872,85644948,Filbert Street,,1,3.0
6873,85644949,Greenwich Street,,1,4.0
6874,85644951,Van Ness Avenue,,2,2.0
6875,85644952,Van Ness Avenue,3,2,4.0
6876,85644953,Van Ness Avenue,3,1,4.0
6877,85644954,Van Ness Avenue,,1,4.0
6878,85644955,Van Ness Avenue,,1,4.0
6879,85644957,Van Ness Avenue,3,6,4.0
6880,85644959,Chestnut Street,,24,4.0
6881,85644961,Van Ness Avenue,3,1,4.0
6882,85645515,Chestnut Street,,1,4.0
6883,85696120,Reservoir Street,,2,4.0
6884,85789165,Cyril Magnin Street,,5,3.0
6885,85789166,5th Street,,4,4.0
6886,85929768,Edgehill Way,,24,3.0
6887,86094332,Plantation Ln,,3,3.0
6888,86094333,Alderberry Pl,,2,2.0
6889,86096387,Orangetree Pl,,1,1.0
6890,86096389,Limetree Pl,,1,1.0
6891,86101123,O&apos;Neil Commons,,2,2.0
6892,86101124,O&apos;Neil Commons,,2,2.0
6893,86101125,O&apos;Neil Commons,,2,2.0
6894,86289459,Octavia Boulevard,,1,4.0
6895,86289461,Haight Street,,1,3.0
6896,86289463,Page Street,,1,4.0
6897,86289465,Octavia Boulevard,,7,4.0
6898,86289469,Page Street,,1,4.0
6899,86289470,Octavia Boulevard,,3,4.0
6900,86289471,Octavia Boulevard,,1,4.0
6901,86303728,Van Ness Avenue,3,17,3.0
6902,86303731,Van Ness Avenue,3,6,4.0
6903,86303732,Van Ness Avenue,3,3,4.0
6904,86303740,Van Ness Avenue,3,10,4.0
6905,86303744,Eddy Street,,1,4.0
6906,86303747,Post Street,,1,3.0
6907,86303753,Van Ness Avenue,3,7,4.0
6908,86303758,Eddy Street,,1,4.0
6909,86303763,Post Street,,20,4.0
6910,86303767,Sutter Street,,1,3.0
6911,86303769,California Street,,1,3.0
6912,86303778,Sutter Street,,2,3.0
6913,86331206,Park Presidio Boulevard,3,1,4.0
6914,86331207,Lake Street,,12,3.0
6915,86331208,Geary Boulevard,,5,4.0
6916,86331209,Park Presidio Boulevard,3,1,4.0
6917,86331210,Park Presidio Boulevard,3,1,4.0
6918,86331211,Clement Street,,1,4.0
6919,86331213,California Street,,1,4.0
6920,86331214,Cabrillo Street,,13,4.0
6921,86331215,Clement Street,,14,4.0
6922,86331216,California Street,,2,4.0
6923,86331217,Balboa Street,,17,4.0
6924,86331218,Park Presidio Boulevard,3,1,4.0
6925,86331219,Park Presidio Boulevard,3,5,4.0
6926,86331220,Park Presidio Boulevard,3,1,4.0
6927,86331221,Fulton Street,,1,3.0
6928,86331222,Lake Street,,1,3.0
6929,86331223,Park Presidio Boulevard,3,1,4.0
6930,86331224,Park Presidio Boulevard,3,2,4.0
6931,86331226,Park Presidio Boulevard,3,1,4.0
6932,86331227,Cabrillo Street,,1,4.0
6933,86331228,Geary Boulevard,,2,4.0
6934,86331230,Balboa Street,,20,4.0
6935,86331233,Geary Boulevard,,1,4.0
6936,86331235,Fulton Street,,1,4.0
6937,86331237,Park Presidio Boulevard,3,1,4.0
6938,86331239,Park Presidio Boulevard,3,5,3.0
6939,86331242,Geary Boulevard,,4,4.0
6940,86331245,Anza Street,,1,4.0
6941,86331246,Cabrillo Street,,2,4.0
6942,86331249,Park Presidio Boulevard,3,1,4.0
6943,86331251,Lake Street,,11,3.0
6944,86331254,Geary Boulevard,,1,4.0
6945,86331256,Park Presidio Boulevard,3,2,4.0
6946,86331259,Anza Street,,15,4.0
6947,86331261,Park Presidio Boulevard,3,1,4.0
6948,86331264,Fulton Street,,6,4.0
6949,86331267,Clement Street,,1,3.0
6950,86331269,Geary Boulevard,,8,4.0
6951,86331272,Balboa Street,,1,4.0
6952,86331273,Park Presidio Boulevard,3,1,4.0
6953,86334807,Lincoln Way,,1,4.0
6954,86334808,Crossover Drive,3,2,4.0
6955,86334994,Mission Street,,6,5.0
6956,86336709,Geary Boulevard,,2,3.0
6957,86336710,Divisadero Street,,1,4.0
6958,86336712,Geary Boulevard,,1,2.0
6959,86585010,Path #10,,1,1.0
6960,87099968,Lake Merced Bike Path,,1,2.0
6961,87099970,Lake Merced Bike Path,,39,2.0
6962,87099971,Lake Merced Bike Path,,50,2.0
6963,87099973,Lake Merced Bike Path,,22,2.0
6964,87099974,Lake Merced Bike Path,,14,2.0
6965,87099981,Lake Merced BIke Path,,13,3.0
6966,87099983,Lake Merced Bike Path,,6,2.0
6967,87099984,Lake Merced Bike Path,,3,2.0
6968,87099986,Lake Merced Bike Path,,19,2.0
6969,87099987,Lake Merced Bike Path,,13,2.0
6970,87231621,Park Presidio Boulevard,3,1,4.0
6971,87231622,Anza Street,,17,2.0
6972,87235193,19th Avenue,3,3,4.0
6973,87235194,Martin Luther King Jr Drive,,1,4.0
6974,87235195,Irving Street,,15,4.0
6975,87235196,Lincoln Way,,11,3.0
6976,87235197,Lincoln Way,,6,3.0
6977,87235198,Crossover Drive,3,1,4.0
6978,87235200,Crossover Drive,3,24,2.0
6979,87235201,Lincoln Way,,1,4.0
6980,87235202,Irving Street,,1,4.0
6981,87235203,Crossover Drive,3,2,4.0
6982,87235204,Fulton Street,,5,3.0
6983,87235206,19th Avenue,3,1,4.0
6984,87235207,19th Avenue,3,1,4.0
6985,87235209,Crossover Drive,,22,4.0
6986,87235212,Martin Luther King Jr Drive,,5,3.0
6987,87235213,19th Avenue,3,2,5.0
6988,87235215,Park Presidio Boulevard,3,4,3.0
6989,87235216,19th Avenue,3,2,4.0
6990,87297164,Hyde Street,,16,3.0
6991,87297165,Polk Street,,1,4.0
6992,87297166,Broadway Street,,1,1.0
6993,87297168,Bay Street,,1,4.0
6994,87297169,Broadway Street,,1,4.0
6995,87376660,Broadway Street,,3,5.0
6996,87376666,Broadway Street,,4,3.0
6997,87376669,Columbus Avenue,,2,3.0
6998,87376672,Columbus Avenue,,2,3.0
6999,87376675,Broadway Street,,2,4.0
7000,87376679,Broadway Street,,1,4.0
7001,87376681,Larkin Street,,1,3.0
7002,87376682,Broadway Street,,1,3.0
7003,87376684,Larkin Street,,1,4.0
7004,87376691,Larkin Street,,9,4.0
7005,87376695,Broadway Street,,2,4.0
7006,87376697,Montgomery Street,,5,3.0
7007,87376700,Romolo Place,,1,3.0
7008,87376703,Broadway Street,,2,4.0
7009,87488170,Quarry Lakes Road,,3,1.0
7010,87488171,Isherwood Way,,19,2.0
7011,87488172,Isherwood Way,,2,1.0
7012,87488173,Isherwood Way,,1,2.0
7013,87490326,Rock Spring Trail,,51,1.0
7014,87554932,Market Street,,11,4.0
7015,87554936,Octavia Street,,2,4.0
7016,87554948,Octavia Street,,3,4.0
7017,87554955,Oak Street,,3,4.0
7018,87554961,Octavia Boulevard,,2,3.0
7019,87554970,Page Street,,3,4.0
7020,87554975,Haight Street,,1,4.0
7021,87554978,Page Street,,1,4.0
7022,87554985,Haight Street,,1,4.0
7023,87554989,Oak Street,,14,4.0
7024,87559115,Fell Street,,4,4.0
7025,87559135,Fell Street,,4,4.0
7026,87559142,Divisadero Street,,10,4.0
7027,87559150,Masonic Avenue,,1,2.0
7028,87565860,Stanyan Street,,1,4.0
7029,87565864,Oak Street,,4,4.0
7030,87565875,Fell Street,,3,2.0
7031,87662175,CA 84 Option 2,,1,1.0
7032,88142685,Lombard Street,,3,3.0
7033,88142686,Bay Street,,12,4.0
7034,88142687,The Embarcadero,,15,3.0
7035,88142688,The Embarcadero,,13,4.0
7036,88142690,Battery Street,,12,4.0
7037,88159864,Stolte Grove,,2,3.0
7038,88159881,Verna Dunshee Trail,,105,2.0
7039,88159885,Stolte Grove,,2,2.0
7040,88159910,Stolte Grove,,1,2.0
7041,88159916,Cowboy Rock Trail,,7,2.0
7042,88159919,Tavern Pump Trail,,49,2.0
7043,88159926,Ridgewood Trail,,1,1.0
7044,88159944,Stolte Grove,,1,2.0
7045,88159972,Stolte Grove,,1,2.0
7046,88159977,Fern Creek Trail,,1,2.0
7047,88159978,Cowboy Rock Trail,,40,2.0
7048,88159981,Fern Creek Trail,,1,2.0
7049,88159985,Pipeline Trail,,45,1.0
7050,88159987,Stolte Grove,,2,2.0
7051,88159989,Fern Creek Trail,,28,2.0
7052,88159991,Stolte Grove,,1,2.0
7053,88160051,Ocrean View Trail,,36,1.0
7054,88160060,Stolte Grove,,12,2.0
7055,88160061,Stolte Grove,,1,2.0
7056,88160066,Panoramic Trail,,127,2.0
7057,88160076,Hoo-Koo-E-Koo Trail,,14,2.0
7058,88160087,Cowboy Rock Trail,,5,2.0
7059,88317618,European Terrace,,11,1.0
7060,88320011,Station Way,,10,2.0
7061,88325989,North Path,,2,2.0
7062,88396403,Jones Street,,1,4.0
7063,88396406,Hyde Street,,5,4.0
7064,88396413,Francisco Street,,4,2.0
7065,88396418,Leavenworth Street,,5,2.0
7066,88396420,Larkin Street,,1,4.0
7067,88463826,The Embarcadero,,10,3.0
7068,88463827,The Embarcadero,,9,3.0
7069,88463829,The Embarcadero,,5,4.0
7070,88463830,Folsom Street,,1,2.0
7071,88463831,Mission Street,,1,4.0
7072,88466051,2nd Street,,19,3.0
7073,88466052,The Embarcadero,,12,2.0
7074,88466055,Harrison Street,,2,4.0
7075,88467686,19th Avenue,1,1,5.0
7076,88559650,Bryant Street,,1,2.0
7077,88559661,2nd Street,,3,4.0
7078,88559669,Mission Street,,1,4.0
7079,88559680,2nd Street,,9,4.0
7080,88559691,2nd Street,,7,4.0
7081,88559702,Harrison Street,6,3,3.0
7082,88572874,Mission Street,,3,4.0
7083,88572877,Mission Street,,7,4.0
7084,88572881,Fremont Street,,4,4.0
7085,88572887,Mission Street,,2,4.0
7086,88572891,Angelo&apos;s Alley,,1,2.0
7087,88572895,5th Street,,3,3.0
7088,88572901,6th Street,,12,3.0
7089,88572905,1st Street,4,2,3.0
7090,88572914,Mission Street,,3,4.0
7091,88572922,7th Street,,4,4.0
7092,88572932,Mission Street,,3,4.0
7093,88572941,Mission Street,,1,4.0
7094,88572943,9th Street,,3,4.0
7095,88572948,New Montgomery Street,,3,3.0
7096,88572965,Mission Street,,2,5.0
7097,88572970,Mission Street,,1,4.0
7098,88597544,Kearny Street,,5,4.0
7099,88597553,Pine Street,,22,4.0
7100,88597563,Beale Street,,7,2.0
7101,88597575,Front Street,,10,2.0
7102,88597577,2nd Street,,3,4.0
7103,88732766,Victoria Way,,4,1.0
7104,88776157,Via Navarro,,9,3.0
7105,88776158,Via Navarro,,2,2.0
7106,88776161,Via Navarro,,12,3.0
7107,88776164,Via Hermosa,,13,2.0
7108,88776166,Eliseo Drive,,3,1.0
7109,88776167,Eliseo Drive,,9,1.0
7110,88776168,Corte Toluca,,12,2.0
7111,88776169,Via Navarro,,13,3.0
7112,88784656,Perry Road,,4,1.0
7113,88884021,Elizabeth Circle,,5,1.0
7114,88884023,Elizabeth Circle,,4,1.0
7115,88884028,El Portal Drive,,15,1.0
7116,88884042,Corte Incanto,,1,1.0
7117,88884043,Laderman Lane,,7,1.0
7118,88884044,Corte Lenosa,,17,2.0
7119,89186746,Evergreen Path,,3,1.0
7120,89187608,Davis Street,,3,1.0
7121,89187609,Bill Lockyer Bay Trail Bridge,,1,1.0
7122,89527380,San Jose Avenue,3,1,2.0
7123,89624695,10th Street,,4,4.0
7124,89770058,Skyline Boulevard,2,22,3.0
7125,89782522,Stockton Street ;Ellis Street,,1,3.0
7126,89802404,Moraga Street,,1,3.0
7127,89802405,Lawton Street,,33,2.0
7128,89802407,19th Avenue,3,1,4.0
7129,89802409,19th Avenue,3,1,4.0
7130,89802410,19th Avenue,3,1,4.0
7131,89802411,Pacheco Street,,1,4.0
7132,89802413,Rivera Street,,3,2.0
7133,89802414,Santiago Street,,31,3.0
7134,89802415,19th Avenue,3,1,4.0
7135,89802416,Lawton Street,,1,4.0
7136,89802417,19th Avenue,3,1,4.0
7137,89802418,19th Avenue,3,1,4.0
7138,89802419,19th Avenue,3,1,4.0
7139,89802421,Rivera Street,,1,4.0
7140,89802422,Santiago Street,,1,4.0
7141,89802423,Noriega Street,,1,4.0
7142,89802424,Kirkham Street,,19,3.0
7143,89802425,Ortega Street,,32,4.0
7144,89802426,Quintara Street,,1,4.0
7145,89802427,19th Avenue,3,1,3.0
7146,89802428,19th Avenue,3,1,4.0
7147,89802429,19th Avenue,3,1,4.0
7148,89802430,19th Avenue,3,1,4.0
7149,89802431,19th Avenue,3,1,4.0
7150,89802434,19th Avenue,3,1,4.0
7151,89802435,19th Avenue,3,1,4.0
7152,89802436,Ortega Street,,1,4.0
7153,89802439,19th Avenue,3,1,4.0
7154,89802440,Quintara Street,,20,2.0
7155,89802441,19th Avenue,3,1,4.0
7156,89802442,19th Avenue,3,1,4.0
7157,89802444,Noriega Street,,4,4.0
7158,89802445,Pacheco Street,,5,2.0
7159,89802446,Kirkham Street,,1,4.0
7160,89802447,19th Avenue,3,1,4.0
7161,89812411,Taraval Street,,15,3.0
7162,89812419,19th Avenue,3,1,4.0
7163,89812424,Vicente Street,,1,4.0
7164,89812429,19th Avenue,3,2,4.0
7165,89812433,Eucalyptus Drive,,2,5.0
7166,89812443,Vicente Street,,1,4.0
7167,89812448,Taraval Street,,1,4.0
7168,89812453,19th Avenue,3,2,4.0
7169,89812458,19th Avenue,3,1,4.0
7170,89812462,Wawona Street,,1,3.0
7171,89812464,19th Avenue,3,3,4.0
7172,89812469,Ulloa Street,,32,3.0
7173,89812475,Eucalyptus Drive,,1,4.0
7174,89812482,Sloat Boulevard,3,1,2.0
7175,89812488,19th Avenue,3,2,4.0
7176,89812495,Ocean Avenue,,4,4.0
7177,89812498,19th Avenue,3,4,4.0
7178,89812504,19th Avenue,3,2,4.0
7179,89812507,19th Avenue,3,1,4.0
7180,89812512,Ulloa Street,,1,4.0
7181,89812514,Ocean Avenue,,1,4.0
7182,89812517,19th Avenue,3,3,4.0
7183,89812519,19th Avenue,3,6,4.0
7184,89812521,19th Avenue,3,5,3.0
7185,89812522,19th Avenue,3,3,4.0
7186,89812525,19th Avenue,3,12,2.0
7187,89814879,Varela Avenue,,5,2.0
7188,89814880,Denslowe Drive,,18,2.0
7189,89814881,Holloway Avenue,,8,3.0
7190,89814883,Holloway Avenue,,4,4.0
7191,89814884,Denslowe Drive,,1,4.0
7192,89814885,19th Avenue,3,3,4.0
7193,89814886,19th Avenue,3,9,4.0
7194,89814887,Varela Avenue,,1,4.0
7195,89814889,19th Avenue,3,12,4.0
7196,89814890,Holloway Avenue,,4,4.0
7197,89905661,Great Highway,2,33,3.0
7198,89915446,Fred Herbert Path,,1,2.0
7199,89915726,Fred Herbert Path,,4,1.0
7200,89915728,Fred Herbert Path,,4,2.0
7201,89915773,Muir Path,,1,1.0
7202,89916077,Crescent Park Path,,1,1.0
7203,89916086,Crescent Park Path,,1,1.0
7204,89916096,Crescent Park Path,,1,2.0
7205,90077241,San Francisco – Oakland Bay Bridge,5,2,2.0
7206,90110516,Warehouse Road,,21,2.0
7207,90110517,Shoppe Lane,,5,2.0
7208,90110522,North Perimeter Road,,4,2.0
7209,90110523,Hospital Plaza,,8,2.0
7210,90110524,Redwood Avenue,,21,2.0
7211,90110526,Recreation Avenue,,19,2.0
7212,90110527,Warehouse Road,,2,3.0
7213,90275120,Via la Cumbre,,11,1.0
7214,90275123,Via la Cumbre,,25,2.0
7215,90536369,Redwood Highway,4,42,1.0
7216,90536393,Doyle Drive,3,4,1.0
7217,90536421,Redwood Highway,4,12,1.0
7218,90540064,Bayview Avenue,,6,1.0
7219,90645949,Corte Los Sombras,,8,1.0
7220,90647844,Nadina Way,,13,3.0
7221,90647845,Corte Balboa,,14,2.0
7222,90647847,Corte Elena,,4,2.0
7223,90647848,Vista Grande,,23,2.0
7224,90660062,Corte Anita,,10,2.0
7225,90662678,Almenar Drive,,9,3.0
7226,90664698,Altura Way,,1,1.0
7227,90674311,Tunnel Lane,,7,1.0
7228,90684606,Chanticleer Avenue,,10,1.0
7229,90755511,Inman Avenue,,1,1.0
7230,90755512,Edna Court,,3,1.0
7231,90755513,Fay Drive,,1,1.0
7232,90757078,Seminole Avenue,,4,1.0
7233,90757083,Fifer Avenue,,4,1.0
7234,90757221,Mojave Court,,1,1.0
7235,90757222,Navajo Lane,,2,1.0
7236,90757226,Garden Way,,2,1.0
7237,90757391,Park Way,,2,1.0
7238,90757440,Rice Lane,,1,1.0
7239,90757441,Hawthorne Avenue,,17,2.0
7240,90757463,Ajax Street,,4,2.0
7241,90757509,Boyd Street,,3,1.0
7242,90757510,Bond Street,,2,2.0
7243,90854841,Millard Road,,14,1.0
7244,90854852,Onyx Street,,6,1.0
7245,90854857,Highland Court,,2,3.0
7246,90854859,Orange Avenue,,7,3.0
7247,90856136,Scott Lane,,1,1.0
7248,90857952,Wilson Avenue,,52,2.0
7249,90858137,Polhemus Way,,6,2.0
7250,90858718,La Rosa Way,,1,1.0
7251,90859340,Lark Court,,4,1.0
7252,90860132,Chevy Chase Court,,7,1.0
7253,90865679,Hill Path,,3,1.0
7254,90865680,Foley Lane,,1,1.0
7255,90865786,First Street,,1,1.0
7256,90868208,Redwood Avenue,,31,2.0
7257,90869800,Yale Avenue,,3,1.0
7258,90869802,Cornell Avenue,,1,1.0
7259,90926500,Arbor Street,,3,1.0
7260,90940395,Stanford Court,,1,1.0
7261,90940846,Upper Briar Road,,5,1.0
7262,90940997,Murray Lane,,4,2.0
7263,90942408,Wateree Street,,2,1.0
7264,90942439,Nevada Street,,2,1.0
7265,90942447,Lower Anchorage Road,,12,1.0
7266,90958868,Terners Drive,,2,2.0
7267,90958873,Phillips Drive,,2,1.0
7268,90959284,Terrace Way,,8,1.0
7269,91011088,Diamond Street,,8,4.0
7270,91011089,Roosevelt Way,,6,3.0
7271,91011090,Roosevelt Way,,7,4.0
7272,91011091,Roosevelt Way,,9,3.0
7273,91011747,Ansel Avenue,,8,2.0
7274,91011748,Kingfisher Avenue,,6,2.0
7275,91011749,Mallard Lane,,7,2.0
7276,91011754,Seeback Lane,,7,2.0
7277,91011758,Bertero Square,,4,3.0
7278,91011759,Hatfield Lane,,5,2.0
7279,91011760,Seeback Lane,,1,2.0
7280,91011771,Pelican Court,,1,2.0
7281,91011773,Robert Louis Stevenson Avenue,,6,2.0
7282,91011775,Hollister Avenue,,11,2.0
7283,91011782,Emeric Lane,,1,2.0
7284,91011784,Cornelius Square,,1,2.0
7285,91011787,Bryant Avenue,,9,2.0
7286,91011791,Lina Avenue,,10,2.0
7287,91011796,Kinkaid Square,,3,2.0
7288,91011799,Water Works Lane,,1,2.0
7289,91011800,Cole Lane,,7,2.0
7290,91012994,Spalding Square,,2,2.0
7291,91048167,Booker Avenue,,6,1.0
7292,91114611,Lincoln Boulevard,,29,3.0
7293,91114616,Lundeen Road,,3,1.0
7294,91154976,Presidio Parkway,3,8,2.0
7295,91181758,Grant Avenue,,8,3.0
7296,91181759,California Street,,6,4.0
7297,91181760,California Street,,4,4.0
7298,91181762,Webster Street,,1,3.0
7299,91181763,Post Street,,4,4.0
7300,91181764,Geary Boulevard,,1,4.0
7301,91181765,Webster Street,,2,4.0
7302,91181766,Larkin Street,,10,3.0
7303,91181767,Geary Street,,1,4.0
7304,91181768,Howard Street,,4,4.0
7305,91181769,9th Street,,3,4.0
7306,91181770,1st Street,,8,3.0
7307,91181771,Howard Street,4,29,4.0
7308,91181772,Washington Street,,2,4.0
7309,91181773,Battery Street,,7,3.0
7310,91181774,Bush Street,,3,4.0
7311,91181775,Battery Street,,2,4.0
7312,91182060,Clay Street,,1,4.0
7313,91182062,Kearny Street,,4,4.0
7314,91182064,Kearny Street,,1,3.0
7315,91182066,Washington Street,,8,4.0
7316,91182067,Powell Street,,2,4.0
7317,91182068,Powell Street,,1,4.0
7318,91182069,Clay Street,,10,4.0
7319,91185847,Beach Street,,3,3.0
7320,91185850,Beach Street,,2,1.0
7321,91185854,Bay Street,,1,4.0
7322,91185861,Jefferson Street,,2,3.0
7323,91185867,Grant Avenue,,4,3.0
7324,91185869,Lombard Street,,1,4.0
7325,91185870,Lombard Street,,13,3.0
7326,91185873,Mason Street,,2,5.0
7327,91185877,Columbus Avenue,,2,3.0
7328,91187852,Divisadero Street,,8,4.0
7329,91187854,Baker Street,,4,2.0
7330,91187856,Baker Street,,3,3.0
7331,91187859,Bay Street,,2,4.0
7332,91187865,Scott Street,,6,4.0
7333,91190520,Funston Avenue,,7,4.0
7334,91190521,Moraga Avenue,,2,4.0
7335,91190522,Montgomery Street,,2,3.0
7336,91190523,Lyon Street,,1,2.0
7337,91190524,Lincoln Boulevard,,1,3.0
7338,91190525,Bay Street,,1,3.0
7339,91190526,Broderick Street,,2,4.0
7340,91190527,Chestnut Street,,1,4.0
7341,91277014,Colgate Drive,,52,1.0
7342,91315851,Pamela Court,,3,1.0
