,,,,,,,,maxg,,,
006-03,m,Sylvain,MAILLOT,Maillot,AUT,248,0.005239584,0,0,FALSE,Christine Dorejo
006-03,f,Marie-JosÈ,PEREIRA,Pereira,EXG,81,0.001711316,0,0,FALSE,Christine Dorejo
006-03,m,Didier,BURDIN,Burdin,DVD,234,0.004943801,0,0,FALSE,Christine Dorejo
006-03,f,Roseline,GRAC,Grac,FG,2370,0.050071833,0,0,FALSE,Christine Dorejo
006-03,m,Laurent,BACINO,Bacino,EXG,167,0.003528268,0,0,FALSE,Christine Dorejo
006-03,f,Delphine,DEL√âTANG,Del„âTang,ECO,337,0.007119919,0,0,FALSE,Christine Dorejo
006-03,f,Christine,DOREJO,Dorejo,SOC,10891,0.230098031,10891,SOC,FALSE,Christine Dorejo
006-03,m,Patrick,MONICA,Monica,DVD,218,0.004605764,10891,SOC,FALSE,Christine Dorejo
006-03,m,Bruno,DELLA SUDDA,Della Sudda,EXG,518,0.01094397,10891,SOC,FALSE,Christine Dorejo
006-03,m,Jean-Christophe,PICARD,Picard,RDG,2032,0.042930787,10891,SOC,FALSE,Christine Dorejo
006-03,m,Rudy,SALLES,Salles,NCE,17420,0.368038536,10891,SOC,TRUE,Christine Dorejo
006-04,,,,,inscrits,84882,1,0,0,FALSE,Pascale Gerard
006-04,,,,,abstentions,36006,0.424188874,0,0,FALSE,Pascale Gerard
006-04,,,,,blanc,671,0.007905092,0,0,FALSE,Pascale Gerard
006-04,m,Francis,TUJAGUE,Tujague,FG,4905,0.10175293,0,0,FALSE,Pascale Gerard
006-04,m,Lucien,BELLA,Bella,ECO,505,0.010476092,0,0,FALSE,Pascale Gerard
006-04,m,Nicolas,ZAHAR,Zahar,DVD,361,0.00748885,0,0,FALSE,Pascale Gerard
006-04,f,Lydia,SCHENARDI,Schenardi,FN,11039,0.229001141,0,0,FALSE,Pascale Gerard
006-04,m,Thierry,GIORGIO,Giorgio,DVD,713,0.014790997,0,0,FALSE,Pascale Gerard
006-04,m,Jean Philippe,SECORDEL-MARTIN,Secordel-Martin,ECO,609,0.012633544,0,0,FALSE,Pascale Gerard
006-04,m,Jean-Claude,GUIBAL,Guibal,UMP,15763,0.326999274,0,0,FALSE,Pascale Gerard
006-04,m,StÈphane,CHERKI,Cherki,DVD,4642,0.096297065,0,0,FALSE,Pascale Gerard
006-04,f,Pascale,GERARD,Gerard,SOC,9541,0.197925526,9541,SOC,FALSE,Pascale Gerard
006-04,m,Joseph,MARKIEL,Markiel,EXG,127,0.002634581,9541,SOC,TRUE,Pascale Gerard
006-05,,,,,inscrits,85420,1,0,0,FALSE,Paul Cuturello
006-05,,,,,abstentions,35374,0.414118473,0,0,FALSE,Paul Cuturello
006-05,,,,,blanc,725,0.008487474,0,0,FALSE,Paul Cuturello
006-05,f,Brigitte,BALLOUARD,Ballouard,ECO,615,0.012469334,0,0,FALSE,Paul Cuturello
006-05,m,Christian,ESTROSI,Estrosi,UMP,21814,0.442286247,0,0,FALSE,Paul Cuturello
006-05,f,Florence,CIARAVOLA,Ciaravola,EXG,475,0.009630786,0,0,FALSE,Paul Cuturello
006-05,m,Jean-Marie,ALEXANDRE,Alexandre,EXG,74,0.001500375,0,0,FALSE,Paul Cuturello
006-05,f,Emmanuelle,GAZIELLO,Gaziello,FG,1944,0.039415259,0,0,FALSE,Paul Cuturello
006-05,m,Axel,HVIDSTEN,Hvidsten,ECO,333,0.006751688,0,0,FALSE,Paul Cuturello
006-05,f,Danielle,CARDIN,Cardin,FN,10559,0.214087306,0,0,FALSE,Paul Cuturello
006-05,m,Gildas,DUPR√â,Dupr„â,CEN,649,0.013158695,0,0,FALSE,Paul Cuturello
006-05,m,Anthony,MITRANO,Mitrano,DVD,307,0.006224529,0,0,FALSE,Paul Cuturello
006-05,m,Jean-Pierre,PISONI,Pisoni,EXG,132,0.002676345,0,0,FALSE,Paul Cuturello
006-05,m,Paul,CUTURELLO,Cuturello,SOC,12419,0.251799436,12419,SOC,TRUE,Paul Cuturello
006-06,,,,,inscrits,76095,1,0,0,FALSE,Sylvie Gautier
006-06,,,,,abstentions,33002,0.433694724,0,0,FALSE,Sylvie Gautier
006-06,,,,,blanc,632,0.008305408,0,0,FALSE,Sylvie Gautier
006-06,m,Jean-Louis,PAULUS,Paulus,EXG,195,0.00459245,0,0,FALSE,Sylvie Gautier
006-06,m,Philippe,GANDIN,Gandin,FG,1461,0.034408045,0,0,FALSE,Sylvie Gautier
006-06,m,Paul,FAVALE,Favale,EXG,86,0.002025388,0,0,FALSE,Sylvie Gautier
006-06,f,Sylvie,GAUTIER,Gautier,SOC,9461,0.222816231,9461,SOC,FALSE,Sylvie Gautier
006-06,m,Hubert,DE MESMAY,De Mesmay,FN,8536,0.201031535,9461,SOC,FALSE,Sylvie Gautier
006-06,f,DaniËle,BARTOLI,Bartoli,EXG,94,0.002213796,9461,SOC,FALSE,Sylvie Gautier
006-06,f,Oonagh,WELDON,Weldon,ECO,787,0.018534655,9461,SOC,FALSE,Sylvie Gautier
006-06,m,Lionnel,LUCA,Luca,UMP,21841,0.5143779,9461,SOC,TRUE,Sylvie Gautier
006-07,,,,,inscrits,89711,1,0,0,FALSE,Eric Martin
006-07,,,,,abstentions,38397,0.428007714,0,0,FALSE,Eric Martin
006-07,,,,,blanc,606,0.006755024,0,0,FALSE,Eric Martin
006-07,m,Maurice,GILLARD,Gillard,ECO,1105,0.021791433,0,0,FALSE,Eric Martin
006-07,m,Jean-Claude,FRAPPA,Frappa,EXD,588,0.011595803,0,0,FALSE,Eric Martin
006-07,m,Jean,LEONETTI,Leonetti,UMP,25912,0.511004181,0,0,FALSE,Eric Martin
006-07,m,Jean Bruno,TONDINI,Tondini,DVD,443,0.008736294,0,0,FALSE,Eric Martin
006-07,f,Mathilde,VIOT,Viot,FN,8567,0.168947701,0,0,FALSE,Eric Martin
006-07,m,Philippe,CARENZO,Carenzo,EXG,803,0.015835766,0,0,FALSE,Eric Martin
006-07,m,Christian,PETARD,Petard,EXG,177,0.003490573,0,0,FALSE,Eric Martin
006-07,f,CÈcile,DUMAS,Dumas,FG,2344,0.046225448,0,0,FALSE,Eric Martin
006-07,m,Eric,MARTIN,Martin,DVG,10769,0.212372801,0,0,TRUE,Eric Martin
006-08,,,,,inscrits,80580,1,0,0,FALSE,Elisabeth Deborde
006-08,,,,,abstentions,37275,0.462583768,0,0,FALSE,Elisabeth Deborde
006-08,,,,,blanc,717,0.00889799,0,0,FALSE,Elisabeth Deborde
006-08,m,Adrien,GROSJEAN,Grosjean,FN,10096,0.237062083,0,0,FALSE,Elisabeth Deborde
006-08,f,Liliane,PECOUT,Pecout,EXG,154,0.003616042,0,0,FALSE,Elisabeth Deborde
006-08,f,Sylvie,ROLLY,Rolly,FG,1344,0.031558185,0,0,FALSE,Elisabeth Deborde
006-08,f,Elisabeth,DEBORDE,Deborde,VEC,8997,0.211256692,8997,VEC,FALSE,Elisabeth Deborde
006-08,m,Serge,GARDIEN,Gardien,ECO,711,0.016694844,8997,VEC,FALSE,Elisabeth Deborde
006-08,m,Jean-Pierre,VILLON,Villon,ECO,383,0.008993144,8997,VEC,FALSE,Elisabeth Deborde
006-08,m,Bernard,BROCHAND,Brochand,UMP,20350,0.477834132,8997,VEC,FALSE,Elisabeth Deborde
006-08,f,MarlËne,POIRIER,Poirier,DVD,553,0.012984878,8997,VEC,TRUE,Elisabeth Deborde
006-09,,,,,inscrits,77302,1,0,0,FALSE,Marie-Louise Gourdon
006-09,,,,,abstentions,33269,0.430376963,0,0,FALSE,Marie-Louise Gourdon
006-09,,,,,blanc,437,0.005653153,0,0,FALSE,Marie-Louise Gourdon
006-09,m,Pascal,DUCREUX,Ducreux,ECO,614,0.014083861,0,0,FALSE,Marie-Louise Gourdon
006-09,f,HaydÈe,MULLER,Muller,ECO,347,0.007959446,0,0,FALSE,Marie-Louise Gourdon
006-09,f,MichËle,TABAROT,Tabarot,UMP,20629,0.473185613,0,0,FALSE,Marie-Louise Gourdon
006-09,m,Robert,GIARDINA,Giardina,EXG,120,0.002752546,0,0,FALSE,Marie-Louise Gourdon
006-09,f,MarlËne,ORFILA,Orfila,FN,7593,0.174167355,0,0,FALSE,Marie-Louise Gourdon
006-09,m,Laurent,DE VARGAS,De Vargas,AUT,93,0.002133223,0,0,FALSE,Marie-Louise Gourdon
006-09,f,Marie-Louise,GOURDON,Gourdon,SOC,12462,0.285851913,12462,SOC,FALSE,Marie-Louise Gourdon
006-09,m,Pierre,BERNASCONI,Bernasconi,FG,1738,0.039866043,12462,SOC,TRUE,Marie-Louise Gourdon
007-01,,,,,inscrits,76649,1,0,0,FALSE,Pascal Terrasse
007-01,,,,,abstentions,30244,0.394577881,0,0,FALSE,Pascal Terrasse
007-01,,,,,blanc,1246,0.01625592,0,0,FALSE,Pascal Terrasse
007-01,m,StÈphane,ORIOL,Oriol,VEC,2030,0.04495228,2030,VEC,FALSE,Pascal Terrasse
007-01,m,Pascal,TERRASSE,Terrasse,SOC,20381,0.45131646,20381,SOC,FALSE,Pascal Terrasse
007-01,m,FranÁois,JACQUART,Jacquart,FG,4269,0.094532651,20381,SOC,FALSE,Pascal Terrasse
007-01,m,FranÁois,MARTIGNY,Martigny,AUT,1,2.21E-05,20381,SOC,FALSE,Pascal Terrasse
007-01,m,GuÈrin,DE LONGEVIALLE,De Longevialle,DVD,7046,0.156026484,20381,SOC,FALSE,Pascal Terrasse
007-01,m,AndrÈ,DUPONT,Dupont,CEN,1404,0.031090148,20381,SOC,FALSE,Pascal Terrasse
007-01,m,Gilles,BAS,Bas,ECO,388,0.008591864,20381,SOC,FALSE,Pascal Terrasse
007-01,m,Christian,GRANGIS,Grangis,FN,9123,0.202019531,20381,SOC,FALSE,Pascal Terrasse
007-01,f,Patricia,SONCINI-SYREN,Soncini-Syren,EXG,292,0.006466042,20381,SOC,FALSE,Pascal Terrasse
007-01,f,Muriel,VANDER DONCKT,Vander Donckt,EXG,225,0.004982396,20381,SOC,TRUE,Pascal Terrasse
007-02,,,,,inscrits,90932,1,0,0,FALSE,Olivier Dussopt
007-02,,,,,abstentions,34023,0.374158712,0,0,FALSE,Olivier Dussopt
007-02,,,,,blanc,751,0.008258919,0,0,FALSE,Olivier Dussopt
007-02,m,Christophe,MARCHISIO,Marchisio,EXG,179,0.003187435,0,0,FALSE,Olivier Dussopt
007-02,f,Myriam,NORMAND,Normand,FG,2368,0.042166744,0,0,FALSE,Olivier Dussopt
007-02,f,Anne-Laure,LE GRAND,Le Grand,DVD,317,0.005644788,0,0,FALSE,Olivier Dussopt
007-02,m,Jackie,DURAND,Durand,ECO,208,0.003703836,0,0,FALSE,Olivier Dussopt
007-02,f,VÈronique,GATHERCOLE,Gathercole,FN,7583,0.135029738,0,0,FALSE,Olivier Dussopt
007-02,m,Olivier,DUSSOPT,Dussopt,SOC,22629,0.402952384,22629,SOC,FALSE,Olivier Dussopt
007-02,f,Brigitte,TUSSAU,Tussau,ECO,342,0.00608996,22629,SOC,FALSE,Olivier Dussopt
007-02,m,Claude,ESCANDE,Escande,CEN,948,0.016880943,22629,SOC,FALSE,Olivier Dussopt
007-02,m,Gabriel,BARDONNET,Bardonnet,AUT,1,1.78E-05,22629,SOC,FALSE,Olivier Dussopt
007-02,m,Mathieu,DARNAUD,Darnaud,UMP,19028,0.33882973,22629,SOC,FALSE,Olivier Dussopt
007-02,f,Justine,ARNAUD,Arnaud,VEC,1907,0.033957762,22629,SOC,FALSE,Olivier Dussopt
007-02,m,Pascal,GUION,Guion,EXG,271,0.00482567,22629,SOC,FALSE,Olivier Dussopt
007-02,m,RaphaÎl,NOGIER,Nogier,DVD,377,0.006713202,22629,SOC,TRUE,Olivier Dussopt
007-03,,,,,inscrits,76075,1,0,0,FALSE,Sabine Buis
007-03,,,,,abstentions,25941,0.340992442,0,0,FALSE,Sabine Buis
007-03,,,,,blanc,592,0.007781794,0,0,FALSE,Sabine Buis
007-03,f,VÈronique,LOUIS,Louis,FG,4537,0.091578862,0,0,FALSE,Sabine Buis
007-03,m,Roger,KAPPEL,Kappel,CEN,590,0.011909087,0,0,FALSE,Sabine Buis
007-03,f,BÈatrice,CAUVIN,Cauvin,EXG,162,0.003269953,0,0,FALSE,Sabine Buis
007-03,f,Sabine,BUIS,Buis,SOC,16478,0.332606677,16478,SOC,FALSE,Sabine Buis
007-03,f,Magalie,MARGOTTON,Margotton,VEC,2528,0.051027411,16478,SOC,FALSE,Sabine Buis
007-03,m,Michel,SABATIER,Sabatier,EXG,251,0.005066408,16478,SOC,FALSE,Sabine Buis
007-03,m,Jean-Claude,FLORY,Flory,UMP,18442,0.372249808,16478,SOC,FALSE,Sabine Buis
007-03,m,Alain,CHALVET,Chalvet,DVD,272,0.005490291,16478,SOC,FALSE,Sabine Buis
007-03,f,Isabelle,CIET,Ciet,FN,5808,0.117233862,16478,SOC,FALSE,Sabine Buis
007-03,m,Richard,NEUVILLE,Neuville,EXG,474,0.00956764,16478,SOC,TRUE,Sabine Buis
008-01,,,,,inscrits,73276,1,0,0,FALSE,Claudine Ledoux
008-01,,,,,abstentions,31024,0.423385556,0,0,FALSE,Claudine Ledoux
008-01,,,,,blanc,497,0.006782575,0,0,FALSE,Claudine Ledoux
008-01,f,Anne-Sophie,LECLERE,Leclere,FN,7000,0.167644593,0,0,FALSE,Claudine Ledoux
008-01,f,BÈrengËre,POLETTI,Poletti,UMP,16520,0.395641241,0,0,FALSE,Claudine Ledoux
008-01,f,Claudine,LEDOUX,Ledoux,SOC,14126,0.33830679,14126,SOC,FALSE,Claudine Ledoux
008-01,f,Christiane,GEY,Gey,DVD,153,0.003664232,14126,SOC,FALSE,Claudine Ledoux
008-01,m,Christophe,DUMONT,Dumont,VEC,790,0.01891989,14126,SOC,FALSE,Claudine Ledoux
008-01,f,Sylvie,GOULDEN,Goulden,ECO,187,0.004478506,14126,SOC,FALSE,Claudine Ledoux
008-01,m,Sylvain,DALLA ROSA,Dalla Rosa,FG,1992,0.047706861,14126,SOC,FALSE,Claudine Ledoux
008-01,m,JoÎl,NOUET,Nouet,EXG,214,0.005125135,14126,SOC,FALSE,Claudine Ledoux
008-01,f,Virginie,LAUBY HEBER-SUFFRIN,Lauby Heber-Suffrin,CEN,773,0.018512753,14126,SOC,TRUE,Claudine Ledoux
008-02,,,,,inscrits,64802,1,0,0,FALSE,Christophe Leonard
008-02,,,,,abstentions,29555,0.456081602,0,0,FALSE,Christophe Leonard
008-02,,,,,blanc,440,0.006789914,0,0,FALSE,Christophe Leonard
008-02,f,Claire,COMBIS,Combis,PRV,153,0.004395668,0,0,FALSE,Christophe Leonard
008-02,m,Jean,PIERRARD,Pierrard,ECO,158,0.004539317,0,0,FALSE,Christophe Leonard
008-02,f,Mink,TAKAWE,Takawe,EXG,175,0.005027724,0,0,FALSE,Christophe Leonard
008-02,m,BenoÓt,GIRARD,Girard,FN,5639,0.162007642,0,0,FALSE,Christophe Leonard
008-02,m,Christophe,LEONARD,Leonard,SOC,10586,0.304134226,10586,SOC,FALSE,Christophe Leonard
008-02,m,Sylvain,BAUMEL,Baumel,VEC,715,0.020541845,10586,SOC,FALSE,Christophe Leonard
008-02,f,MichËle,LEFLON,Leflon,FG,1913,0.054960209,10586,SOC,FALSE,Christophe Leonard
008-02,m,Philippe,VUILQUE,Vuilque,DVG,4719,0.135576177,10586,SOC,FALSE,Christophe Leonard
008-02,m,Boris,RAVIGNON,Ravignon,UMP,10373,0.298014767,10586,SOC,FALSE,Christophe Leonard
008-02,m,Alain,SUTTER,Sutter,NCE,376,0.010802425,10586,SOC,TRUE,Christophe Leonard
008-03,,,,,inscrits,58531,1,0,0,FALSE,Nelly Fesseau
008-03,,,,,abstentions,23217,0.396661598,0,0,FALSE,Nelly Fesseau
008-03,,,,,blanc,486,0.008303292,0,0,FALSE,Nelly Fesseau
008-03,f,Sophie,PERRIN,Perrin,VEC,737,0.021161135,737,VEC,FALSE,Nelly Fesseau
008-03,m,Jean-Luc,WARSMANN,Warsmann,UMP,18285,0.525008614,737,VEC,FALSE,Nelly Fesseau
008-03,m,Laurent,GUILBERT,Guilbert,FN,4051,0.11631446,737,VEC,FALSE,Nelly Fesseau
008-03,f,Nadia,OCTAVE,Octave,EXG,129,0.003703916,737,VEC,FALSE,Nelly Fesseau
008-03,f,Claudette,MORAINE,Moraine,FG,1183,0.033966923,737,VEC,FALSE,Nelly Fesseau
008-03,f,Nelly,FESSEAU,Fesseau,SOC,10231,0.293757896,10231,SOC,FALSE,Nelly Fesseau
008-03,f,Marie-Claude,BIHIN-DURY,Bihin-Dury,ECO,170,0.00488113,10231,SOC,FALSE,Nelly Fesseau
008-03,m,AndrÈ,TROTIN,Trotin,AUT,42,0.001205926,10231,SOC,TRUE,Nelly Fesseau
009-01,,,,,inscrits,56664,1,0,0,FALSE,FrÈdÈrique Massat
009-01,,,,,abstentions,21488,0.379217846,0,0,FALSE,FrÈdÈrique Massat
009-01,,,,,blanc,756,0.013341804,0,0,FALSE,FrÈdÈrique Massat
009-01,m,Michel,LARIVE,Larive,FG,3744,0.108773969,0,0,FALSE,FrÈdÈrique Massat
009-01,f,Janine,LASSERRE,Lasserre,EXG,205,0.00595584,0,0,FALSE,FrÈdÈrique Massat
009-01,f,GisËle,LAPEYRE,Lapeyre,EXG,182,0.005287623,0,0,FALSE,FrÈdÈrique Massat
009-01,f,Pascale,AOURA,Aoura,VEC,1907,0.055403835,1907,VEC,FALSE,FrÈdÈrique Massat
009-01,m,Jacques,WARNKE,Warnke,FN,3765,0.109384079,1907,VEC,FALSE,FrÈdÈrique Massat
009-01,f,FrÈdÈrique,MASSAT,Massat,SOC,17791,0.516879721,17791,SOC,FALSE,FrÈdÈrique Massat
009-01,f,Nicole,GERONA,Gerona,UMP,5449,0.158309123,17791,SOC,FALSE,FrÈdÈrique Massat
009-01,m,JoÎl,RAUSA,Rausa,CEN,622,0.018070889,17791,SOC,FALSE,FrÈdÈrique Massat
009-01,f,Solange,FONTANEAU,Fontaneau,ECO,211,0.006130157,17791,SOC,FALSE,FrÈdÈrique Massat
009-01,f,CÈline,BARA,Bara,EXG,544,0.015804765,17791,SOC,TRUE,FrÈdÈrique Massat
009-02,,,,,inscrits,59754,1,0,0,FALSE,Alain Faure
009-02,,,,,abstentions,22518,0.376845065,0,0,FALSE,Alain Faure
009-02,,,,,blanc,870,0.014559695,0,0,FALSE,Alain Faure
009-02,f,ThÈrËse,ALIOT,Aliot,FN,4570,0.125666832,0,0,FALSE,Alain Faure
009-02,m,Pierre,GRANET,Granet,EXG,289,0.007946983,0,0,FALSE,Alain Faure
009-02,f,Viviane,BAUDRY,Baudry,FG,4165,0.114530056,0,0,FALSE,Alain Faure
009-02,f,Chantal,CLAMER,Clamer,DVD,143,0.003932244,0,0,FALSE,Alain Faure
009-02,m,Jacques,PINCE,Pince,REG,1032,0.028378155,1032,REG,FALSE,Alain Faure
009-02,f,Linda,MANCEAU,Manceau,CEN,549,0.015096519,1032,REG,FALSE,Alain Faure
009-02,m,Alain,FAUR√â,Faur„â,SOC,16193,0.445278557,16193,SOC,FALSE,Alain Faure
009-02,m,Philippe,CALLEJA,Calleja,UMP,8569,0.235632184,16193,SOC,FALSE,Alain Faure
009-02,f,Lucile,SOUCHE,Souche,EXG,269,0.007397019,16193,SOC,FALSE,Alain Faure
009-02,m,Jimmy,GIMENEZ,Gimenez,REG,587,0.016141451,16193,SOC,TRUE,Alain Faure
010-01,,,,,inscrits,64707,1,0,0,FALSE,RenÈ Gaudot
010-01,,,,,abstentions,25693,0.397066778,0,0,FALSE,RenÈ Gaudot
010-01,,,,,blanc,778,0.012023429,0,0,FALSE,RenÈ Gaudot
010-01,m,Lionel,PAILLARD,Paillard,EXG,586,0.015325871,0,0,FALSE,RenÈ Gaudot
010-01,m,Nicolas,DHUICQ,Dhuicq,UMP,13397,0.350376608,0,0,FALSE,RenÈ Gaudot
010-01,m,Bruno,SUBTIL,Subtil,FN,9667,0.252824563,0,0,FALSE,RenÈ Gaudot
010-01,m,Pascal,LANDREAT,Landreat,CEN,2560,0.06695261,0,0,FALSE,RenÈ Gaudot
010-01,f,Elisabeth,MARZ√â,Marz„â,DVD,529,0.013835129,0,0,FALSE,RenÈ Gaudot
010-01,m,RenÈ,GAUDOT,Gaudot,RDG,10703,0.279919448,0,0,FALSE,RenÈ Gaudot
010-01,f,Marie-Laurence,EGMANN,Egmann,ECO,794,0.02076577,0,0,TRUE,RenÈ Gaudot
010-02,,,,,inscrits,72912,1,0,0,FALSE,Yves Fournier
010-02,,,,,abstentions,29106,0.399193548,0,0,FALSE,Yves Fournier
010-02,,,,,blanc,730,0.010012069,0,0,FALSE,Yves Fournier
010-02,f,Claudine,FRAN√áOIS-WILSER,Fran„áOis-Wilser,ECO,482,0.011189525,0,0,FALSE,Yves Fournier
010-02,m,GÈrard,CIANNI,Cianni,FN,8700,0.201968614,0,0,FALSE,Yves Fournier
010-02,m,Bernard,WAYMEL,Waymel,DVD,133,0.003087566,0,0,FALSE,Yves Fournier
010-02,f,MichËle,ROUX,Roux,ECO,366,0.008496611,0,0,FALSE,Yves Fournier
010-02,f,Claudia,MARTINS AMADO,Martins Amado,DVD,363,0.008426966,0,0,FALSE,Yves Fournier
010-02,m,SÈbastien,FOURNILLON,Fournillon,DVD,444,0.010307364,0,0,FALSE,Yves Fournier
010-02,f,Marie-Pierre,MARC,Marc,EXG,291,0.006755502,0,0,FALSE,Yves Fournier
010-02,m,Jean-Pierre,CORNEVIN,Cornevin,FG,2083,0.048356393,0,0,FALSE,Yves Fournier
010-02,m,Yves,FOURNIER,Fournier,SOC,12986,0.301467174,12986,SOC,FALSE,Yves Fournier
010-02,m,Jean-Claude,MATHIS,Mathis,UMP,16607,0.385527904,12986,SOC,FALSE,Yves Fournier
010-02,f,Karima,OUADAH,Ouadah,CEN,621,0.01441638,12986,SOC,TRUE,Yves Fournier
010-03,,,,,inscrits,66187,1,0,0,FALSE,Lorette Joly
010-03,,,,,abstentions,27940,0.422137278,0,0,FALSE,Lorette Joly
010-03,,,,,blanc,396,0.005983048,0,0,FALSE,Lorette Joly
010-03,f,Mireille,CAZARD,Cazard,FN,6733,0.177881694,0,0,FALSE,Lorette Joly
010-03,m,Ghislain,WYSOCINSKI,Wysocinski,ECO,200,0.005283876,0,0,FALSE,Lorette Joly
010-03,m,Maurice,BERNARDIE,Bernardie,DVG,0,0,0,0,FALSE,Lorette Joly
010-03,m,Alain,CARSENTI,Carsenti,CEN,571,0.015085467,0,0,FALSE,Lorette Joly
010-03,f,Sylviane,KLETTY,Kletty,ECO,169,0.004464875,0,0,FALSE,Lorette Joly
010-03,m,Christian,BERNAUD,Bernaud,EXG,86,0.002272067,0,0,FALSE,Lorette Joly
010-03,m,Pierre,BISSEY,Bissey,EXG,231,0.006102877,0,0,FALSE,Lorette Joly
010-03,f,VÈronique,GUIDAT,Guidat,DVD,268,0.007080394,0,0,FALSE,Lorette Joly
010-03,f,Lorette,JOLY,Joly,SOC,10899,0.287944836,10899,SOC,FALSE,Lorette Joly
010-03,m,Pierre,MATHIEU,Mathieu,FG,2718,0.071807878,10899,SOC,FALSE,Lorette Joly
010-03,m,Dominique,DEHARBE,Deharbe,DVG,299,0.007899395,10899,SOC,FALSE,Lorette Joly
010-03,m,FranÁois,BAROIN,Baroin,UMP,15677,0.41417664,10899,SOC,TRUE,Lorette Joly
011-01,,,,,inscrits,92761,1,0,0,FALSE,Jean-Claude Perez
011-01,,,,,abstentions,34941,0.376677699,0,0,FALSE,Jean-Claude Perez
011-01,,,,,blanc,1346,0.014510408,0,0,FALSE,Jean-Claude Perez
011-01,f,Christine,STH√âMER,Sth„âMer,VEC,1790,0.031696002,1790,VEC,FALSE,Jean-Claude Perez
011-01,f,Monique,BOONEN,Boonen,UMP,9961,0.176382052,1790,VEC,FALSE,Jean-Claude Perez
011-01,m,Robert,MORIO,Morio,FN,11674,0.206714594,1790,VEC,FALSE,Jean-Claude Perez
011-01,f,Marie,DUGIED-SORIANO,Dugied-Soriano,AUT,0,0,1790,VEC,FALSE,Jean-Claude Perez
011-01,f,Isabelle,FILLON,Fillon,CEN,816,0.014449127,1790,VEC,FALSE,Jean-Claude Perez
011-01,f,Rosine,CHARLUT,Charlut,FG,4452,0.078832737,1790,VEC,FALSE,Jean-Claude Perez
011-01,m,GÈrard,SCHIVARDI,Schivardi,EXG,2754,0.048765804,1790,VEC,FALSE,Jean-Claude Perez
011-01,m,Laurent,ASLAN,Aslan,REG,132,0.002337359,1790,VEC,FALSE,Jean-Claude Perez
011-01,m,Jean-Claude,PEREZ,Perez,SOC,23365,0.413730212,23365,SOC,FALSE,Jean-Claude Perez
011-01,f,Lucile,EL HEDRI,El Hedri,EXG,206,0.003647696,23365,SOC,FALSE,Jean-Claude Perez
011-01,m,Jean-FranÁois,DARAUD,Daraud,NCE,582,0.010305627,23365,SOC,FALSE,Jean-Claude Perez
011-01,m,AndrÈ,ZULIANI,Zuliani,DVD,584,0.010341042,23365,SOC,FALSE,Jean-Claude Perez
011-01,m,Jean-Marc,JOUFFROY,Jouffroy,ECO,158,0.002797748,23365,SOC,TRUE,Jean-Claude Perez
011-02,,,,,inscrits,83699,1,0,0,FALSE,Marie-HÈlËne Fabre
011-02,,,,,abstentions,32118,0.383732183,0,0,FALSE,Marie-HÈlËne Fabre
011-02,,,,,blanc,865,0.010334652,0,0,FALSE,Marie-HÈlËne Fabre
011-02,m,Jean-Paul,TOURNISSA,Tournissa,FG,2995,0.059054342,0,0,FALSE,Marie-HÈlËne Fabre
011-02,m,Michel,PY,Py,UMP,11738,0.231445698,0,0,FALSE,Marie-HÈlËne Fabre
011-02,f,Marie-HÈlËne,FABRE,Fabre,SOC,13613,0.268416279,13613,SOC,FALSE,Marie-HÈlËne Fabre
011-02,f,Flora,BIENDICHO,Biendicho,NCE,295,0.005816705,13613,SOC,FALSE,Marie-HÈlËne Fabre
011-02,m,Didier,CODORNIOU,Codorniou,DVG,11100,0.218865841,13613,SOC,FALSE,Marie-HÈlËne Fabre
011-02,f,Annette,VIGIER,Vigier,EXG,161,0.003174541,13613,SOC,FALSE,Marie-HÈlËne Fabre
011-02,f,Patricia,CANTEGREL,Cantegrel,DVD,269,0.005304046,13613,SOC,FALSE,Marie-HÈlËne Fabre
011-02,m,Laurent,BILLIRAT,Billirat,DVG,196,0.003864658,13613,SOC,FALSE,Marie-HÈlËne Fabre
011-02,f,Laurence,FUN√àS,Fun„àS,EXD,373,0.007354681,13613,SOC,FALSE,Marie-HÈlËne Fabre
011-02,m,AndrÈ,SARFATI,Sarfati,ECO,193,0.003805505,13613,SOC,FALSE,Marie-HÈlËne Fabre
011-02,f,Laure-Emmanuelle,PHILIPPE,Philippe,FN,9536,0.188027447,13613,SOC,FALSE,Marie-HÈlËne Fabre
011-02,f,Paule,CHATAIN,Chatain,DVG,247,0.004870258,13613,SOC,TRUE,Marie-HÈlËne Fabre
011-03,,,,,inscrits,87613,1,0,0,FALSE,Jean-Paul Dupre
011-03,,,,,abstentions,30825,0.351831349,0,0,FALSE,Jean-Paul Dupre
011-03,,,,,blanc,1092,0.012463904,0,0,FALSE,Jean-Paul Dupre
011-03,f,Marie-AngËle,LARRUY,Larruy,FG,4512,0.081011204,0,0,FALSE,Jean-Paul Dupre
011-03,f,Maria,LESOEUR,Lesoeur,REG,181,0.003249785,181,REG,FALSE,Jean-Paul Dupre
011-03,f,Lidwine,KEMPF,Kempf,REG,1417,0.025441683,1417,REG,FALSE,Jean-Paul Dupre
011-03,f,Marie-JosÈe,SUTTER,Sutter,FN,8758,0.157246481,1417,REG,FALSE,Jean-Paul Dupre
011-03,m,Jean-Paul,DUPRE,Dupre,SOC,25040,0.449583453,25040,SOC,FALSE,Jean-Paul Dupre
