id,osmid,name,lanes
6060,47184145,Ellsworth Street,
6061,47184166,Folsom Street,
6062,47184410,Everson Street,
6063,47184411,Everson Street,
6064,47184412,Digby Street,
6065,47184541,Lippard Avenue,
6066,47184542,Lippard Avenue,
6067,47184550,Lippard Avenue,
6068,47184581,Laidley Street,
6069,47184586,Diamond Street,
6070,47184601,27th Street,
6071,47184611,Cesar Chavez Street,
6072,47184612,Cesar Chavez Street,
6073,47232548,Nimitz Freeway,4
6074,47232550,Nimitz Freeway,4
6075,47232552,Nimitz Freeway,4
6076,47232554,Nimitz Freeway,4
6077,47233224,Alameda Creek Trail,
6078,47233226,Alameda Creek Trail,
6079,47233556,Nimitz Freeway,4
6080,47233557,Nimitz Freeway,4
6081,47233558,Nimitz Freeway,4
6082,47233559,Nimitz Freeway,4
6083,47233904,Redwood Road,
6084,47233905,Redwood Road,
6085,47345836,8th Street,
6086,47345837,8th Street,
6087,47386654,Harrison Street,
6088,47394806,Oak Shade,
6089,47401531,Malden Alley,
6090,47416811,California Drive,
6091,47885091,Bayshore Freeway,4
6092,47971226,Marietta Drive,
6093,47971324,Dorado Terrace,
6094,47971325,Dorado Terrace,
6095,48011240,National Avenue,
6096,48036600,James Lick Freeway,3
6097,48036602,James Lick Freeway,3
6098,48037050,James Lick Freeway,3
6099,48037051,James Lick Freeway,3
6100,48037052,James Lick Freeway,3
6101,48037053,James Lick Freeway,3
6102,48037054,James Lick Freeway,3
6103,48037096,James Lick Freeway,3
6104,48037097,James Lick Freeway,3
6105,48037441,Golden Gate Bridge,
6106,48040986,Condor Drive,
6107,48056049,Bacon Street,
6108,48101169,James Lick Freeway,5
6109,48101173,James Lick Freeway,5
6110,48101177,James Lick Freeway,5
6111,48101182,James Lick Freeway,5
6112,48101183,James Lick Freeway,5
6113,48101184,James Lick Freeway,5
6114,48118093,Cameron Loop Trail,
6115,48118095,Ten Hills Trail,
6116,48118096,McGregor George Trail,
6117,48162926,Greenwich Street Stairs,
6118,48162927,Greenwich Street Stairs,
6119,48163188,Union Street,
6120,48163189,Calhoun Terrace,
6121,48163333,Chestnut Street,
6122,48163472,Filbert Street,
6123,48163481,Filbert Street,
6124,48166067,Blacow Road,
6125,48166092,Blacow Road,
6126,48191415,James Lick Freeway,5
6127,48191417,James Lick Freeway,5
6128,48199228,Arleta Avenue,
6129,48201560,San Bruno Avenue,
6130,48201564,San Bruno Avenue,1
6131,48203972,University Avenue,
6132,48207724,Stonecrest Drive,
6133,48207755,Holloway Avenue,
6134,48207955,Gonzalez Drive,
6135,48207957,Grijalva Drive,
6136,48208045,Gonzalez Drive,
6137,48208048,Bucareli Drive,
6138,48208266,Chumasero Drive,
6139,48208460,Sickles Avenue,
6140,48208461,Sickles Avenue,
6141,48208465,Sickles Avenue,
6142,48208466,Sagamore Street,
6143,48208467,Sagamore Street,5
6144,48211053,Child Street,
6145,48211062,Chestnut Street,
6146,48211195,Greenwich Street,
6147,48211196,Greenwich Street,
6148,48211230,Battery Street,
6149,48211231,Commercial Street,
6150,48211343,Pacific Avenue,
6151,48211381,Front Street,
6152,48211487,Columbus Avenue,
6153,48211489,Stockton Street,
6154,48211828,Columbus Avenue,
6155,48211960,Columbus Avenue,
6156,48268183,Portola Street,
6157,48347307,East Hillsdale Boulevard,
6158,48435257,Crestlake Drive,
6159,48435258,Ocean Avenue,
6160,48435259,Junipero Serra Boulevard,
6161,48435283,Vicente Street,
6162,48435286,Wawona Street,
6163,48435312,48th Avenue,
6164,48435317,La Playa Street,
6165,48442613,Edna Street,
6166,48446172,Addison Street,
6167,48446201,Benton Avenue,
6168,48446202,Benton Avenue,
6169,48446203,Genebern Way,
6170,48446204,Congdon Street,
6171,48446206,Congdon Street,
6172,48446207,Alemany Boulevard,
6173,48446208,Rotteck Street,
6174,48446215,Lyell Street,
6175,48447501,Portola Drive,
6176,48537182,20th Avenue,
6177,48569999,Southern Embarcadero Freeway,3
6178,48570003,John F Foran Freeway,3
6179,48570004,Southern Embarcadero Freeway,3
6180,48570005,John F Foran Freeway,3
6181,48570006,Iowa Street,
6182,48582224,James Lick Freeway,3
6183,48582237,James Lick Freeway,3
6184,48582245,James Lick Freeway,3
6185,48582891,Alemany Boulevard,
6186,48582892,Alemany Boulevard,
6187,48843086,Novato Street,
6188,48959758,6th Avenue,
6189,48959759,Kirkham Street,
6190,48959760,Kirkham Street,
6191,48959762,3rd Avenue,
6192,48959763,Hugo Street,
6193,48980820,Great Highway,2
6194,48983326,Treasure Island Road,
6195,48983328,Bay Bridge - Temporary &quot;S-Curve&quot;,5
6196,49120137,Caldecott Tunnel,2
6197,49120138,Caldecott Lane,
6198,49196864,25th Avenue,
6199,49247625,Old Tunnel Road,
6200,49247661,Moraga Way,
6201,49247733,Hidden Valley Road,
6202,49251294,Caldecott Lane,
6203,49251296,Caldecott Lane,
6204,49398217,Pleasant Hill Road,
6205,49398221,Olympic Boulevard,
6206,49398328,Andrew Lane,
6207,49398346,Patina Court,
6208,49421966,Priest Street,
6209,49421970,Reed Street,
6210,49422340,34th Avenue,
6211,49422341,Everglade Drive,
6212,49422342,34th Avenue,
6213,49847731,Marcela Avenue,
6214,49847733,Marcela Avenue,
6215,49847744,Laguna Honda Boulevard,
6216,49847755,Dorantes Avenue,
6217,49847758,Vasquez Avenue,
6218,49908460,Commodore Drive,
6219,49908462,Commodore Drive,
6220,49915669,Admiral Court,
6221,49915671,National Avenue,
6222,49915673,Admiral Court,
6223,49915680,Boardwalk Place,
6224,49922864,Presidio Parkway,2/3
6225,50107907,Arguello Boulevard,
6226,50108044,Moraga Street,
6227,50108148,Huron Avenue,
6228,50111569,Gloria Court,
6229,50501875,19th Street,
6230,50532679,Sandpiper Cove Way,
6231,50532680,Sandpiper Cove Way,
6232,50621058,Noe Street,
6233,50621093,Collingwood Street,
6234,50621094,Collingwood Street,
6235,50621115,Delmar Street,
6236,50621195,Pasadena Street,
6237,50690291,San Francisco – Oakland Bay Bridge,5
6238,50691856,San Francisco – Oakland Bay Bridge,5
6239,50709152,Santana Row,
6240,50840697,Shoreline Drive,
6241,50840698,Shoreline Drive,
6242,50840699,Wharfside Road,
6243,50840701,Shoreline Drive,
6244,50840705,Shoreline Drive,
6245,50840708,Shoreline Drive,
6246,50845500,Wallace Avenue,
6247,50845745,Texas Street,
6248,50845748,Texas Street,
6249,50875101,G Dock,
6250,50875312,C Dock,
6251,50875317,C Dock,
6252,50875372,East Dock,
6253,50875373,F Dock,
6254,50958202,11th Street,
6255,50958216,11th Street,
6256,50969012,7th Street,
6257,51053405,50th Street,
6258,51069315,Whipple Road,
6259,51191766,Ashleigh Lane,
6260,51191767,Estrella Court,
6261,51392400,Mission Street,
6262,51392402,Mission Street,
6263,51479960,Onyx Terrace,
6264,51479963,Diamond Terrace,
6265,51479965,Emerald Terrace,
6266,51711504,New Haven Street,
6267,51711505,Smith Street,
6268,51731335,Cook Street,
6269,51765201,Hallmark Drive,
6270,51864588,Chestnut Street,
6271,51864639,Veterans Boulevard,
6272,51864642,Veterans Boulevard,
6273,51865269,East Hillsdale Boulevard,
6274,51866244,Glendale Avenue,
6275,51866282,5th Avenue,
6276,51866309,North Access Road,
6277,51870722,Boutwell Street,
6278,51870998,Kansas Street,
6279,51925863,Warren Freeway,2
6280,52008371,Diamond Heights Boulevard,
6281,52008391,Diamond Heights Boulevard,
6282,52012605,Coyote Point Drive,
6283,52012606,Peninsula Avenue,
6284,52031850,Quail Lane,
6285,52031851,Quail Lane,
6286,52050194,Warren Freeway,1
6287,52062033,Garvey Way,
6288,52095144,Starboard Drive,
6289,52225310,Soda Entrance,
6290,52304972,San Jose Avenue,
6291,52305631,San Jose Avenue,
6292,52307938,Lyell Street,
6293,52308088,Lyell Street,
6294,52308357,Still Street,
6295,52432936,4th Street,
6296,52432938,4th Street,
6297,52432939,4th Street,
6298,52432940,China Basin Street,
6299,52433698,King Street,
6300,52457161,Lincoln Way,
6301,52479792,Golden Gate Bridge,
6302,52480000,Golden Gate Bridge,
6303,52527662,San Francisco – Oakland Bay Bridge,5
6304,52530523,Powell Street,
6305,52561256,Cedar Street,
6306,52721856,Conzelman Road,
6307,52721870,San Francisco – Oakland Bay Bridge,5
6308,52721871,California Avenue,
6309,52721873,4th Street,
6310,52721875,Gateview Avenue,
6311,52827230,Octavia Blvd Bike Connector,
6312,52974867,Vintage Park Drive,
6313,53059467,County View Trail,
6314,53059836,Haypress Camp Trail,
6315,53060015,Marincello Trail,
6316,53257164,Camino Millenia,
6317,53293082,73rd Avenue,
6318,53304705,14th Street,
6319,53307171,14th Street,
6320,53543154,Selby Trail,
6321,53595250,Sylvan Trail,
6322,53623228,Private Road,
6323,53626669,Lake Anza Road,
6324,53626671,Lake Anza Road,
6325,53626672,Lake Anza Road,
6326,53723913,Portola Drive,
6327,53726383,Spencer Road,
6328,53729708,Nimitz Freeway,4
6329,53772709,East 12th Street,
6330,53772731,Elmwood Avenue,
6331,53787235,Hegenberger Expressway,
6332,53787239,Hegenberger Expressway,
6333,53788881,San Francisco Bay Trail,
6334,53788884,San Francisco Bay Trail,
6335,53790858,Airport Drive,
6336,53790860,Airport Drive,
6337,53790862,Airport Drive,
6338,54144629,Wildwood Avenue,
6339,54146287,Highland Avenue,
6340,54221213,19/33,
6341,54225865,Park Boulevard,4
6342,54225869,Park Boulevard,4
6343,54225874,Park Boulevard,2
6344,54225875,Park Boulevard,4
6345,54363486,Metropolitan Oakland International Airport,
6346,54435956,Edward White Way,
6347,54436479,Airport Drive,
6348,54436836,Airport Drive,
6349,54442467,Shepherd Canyon Trail,
6350,54453051,Ferry Landing,
6351,54461529,Palo Alto Airport,
6352,54582227,Laidley Street,
6353,55066244,Sanborn Drive,
6354,55353516,Bowdoin Street,
6355,55353517,Bowdoin Street,
6356,55798319,Tompkins Avenue,
6357,55798327,Tompkins Avenue,
6358,55798334,Peralta Avenue,
6359,55955172,Brookhaven Lane,
6360,57118640,Heather Walk,
6361,57888298,Blue Spruce Lane,
6362,57888720,Elias Drive,
6363,57888736,Dutra-Vernaci Drive,
6364,57888744,Soto Drive,
6365,57888746,Valle Drive,
6366,57952960,East 3rd Avenue,
6367,58458802,Perrin Avenue,
6368,58458806,Willow Street,
6369,58458807,observation deck,
6370,58523236,Marina Boulevard,
6371,58523643,Marina Boulevard,
6372,58526681,Funston Road,
6373,58526696,Funston Road,
6374,58526702,Funston Road,
6375,58673712,Hospital Plaza,
6376,58841187,James Lick Freeway,4
6377,59161514,Yacht Road,
6378,59161526,Yacht Road,
6379,59161527,Yacht Road,
6380,59336210,Hemlock Street,
6381,59761741,Herbst Road,
6382,59762431,John Muir Drive,
6383,59772487,Point Bonita Trail,
6384,59773123,Point Bonita Trail,
6385,59776108,Conzelman Road,
6386,59794583,Park Presidio Boulevard,3
6387,59795582,Park Presidio Boulevard,2
6388,59799829,Lincoln Way,
6389,59800130,Crossover Drive,3
6390,59801274,Crossover Drive,3
6391,59801986,Crossover Drive,3
6392,60319699,Vale Avenue,
6393,60430757,Christmas Tree Point Road,
6394,60495402,Filbert Steps,
6395,60501618,Twin Peaks Boulevard,
6396,60501619,Twin Peaks Boulevard,
6397,60501621,Twin Peaks Boulevard,
6398,60501632,Starview Way,
6399,60678104,Nimitz Freeway,4
6400,60678108,Nimitz Freeway,4
6401,60678120,Nimitz Freeway,4
6402,60678125,Nimitz Freeway,4
6403,60678639,Davis Street,
6404,60678643,Davis Street,
6405,60775747,Mosswood Lane,
6406,60787283,Arden Steps,
6407,60787285,Stadium Rim Way,
6408,60787287,Arden Path,
6409,60787288,Mosswood Lane,
6410,60822220,Days Inn,
6411,60854712,20th Avenue,
6412,60862882,El Camino del Mar,
6413,60867083,Lisa Lane,
6414,60949899,Golden Gate Avenue,
6415,60995474,Coastal Trail,
6416,60995478,Coastal Trail,
6417,60995659,Coastal Trail,
6418,61011264,Cabrillo Street,
6419,61013246,Zoo Road,
6420,61013318,Zoo Road,
6421,61154525,Fell Street,
6422,61154587,5th Avenue,
6423,61155829,College Drive,
6424,61155830,Sharp Park Road,
6425,61155833,Laurel Lane,
6426,61157786,Genebern Way,
6427,61158163,Benton Avenue,
6428,61158164,Genebern Way,
6429,61160781,Mount Vernon Avenue,
6430,61348793,Milagra Spur Trail,
6431,61350901,Orick Street,
6432,61424023,Southern Embarcadero Freeway,2
6433,61452160,Ocean View Drive,
6434,61452164,Ocean View Drive,
6435,61452179,Mausoleum Drive,
6436,61452181,Pacifiv View Drive,
6437,61452183,Vista Drive,
6438,61452187,Vista Circle,
6439,61452188,Chapel View Drive,
6440,61452191,Skyline Boulevard,
6441,61538390,Charter Oak Avenue,
6442,61558624,3rd Street,
6443,61558655,Keith Street,
6444,61558775,Bayshore Boulevard,
6445,61559252,Loehr Street,
6446,61559253,Britton Street,
6447,61559395,Tunnel Avenue,
6448,61636506,Amador Street,
6449,61636694,Arthur Avenue,
6450,61636695,Arthur Avenue,
6451,61857566,Skycrest Drive,
6452,62200935,Sather Lane,
6453,63059912,Bronte Street,
6454,63059914,Bronte Street,
6455,63095711,Resident Lane,
6456,63095810,Hospital Plaza,
6457,63095825,Oak Avenue,
6458,63095834,Chapel Lane,
6459,65616859,Stratford Path,
6460,65616860,Path #4,
6461,65616861,Path #3,
6462,65617538,Alexander Avenue,
6463,65619761,San Francisco Bay Trail,
6464,65619762,San Francisco Bay Trail,
6465,65619769,San Francisco Bay Trail,
6466,66218597,Cabrillo Trail,
6467,66218599,Brookvale Trail,
6468,66218602,Brookvale Trail,
6469,66218603,Cabrillo Trail,
6470,66218604,Brookvale Trail,
6471,66218606,Cabrillo Trail,
6472,66218610,Brookvale Trail,
6473,66218614,Brookvale Trail,
6474,66218616,Cabrillo Trail,
6475,66218617,Brookvale Trail,
6476,66218619,Cabrillo Trail,
6477,66218624,Cabrillo Trail,
6478,66218625,Brookvale Trail,
6479,66218626,Cabrillo Trail,
6480,66218628,Cabrillo Trail,
6481,66218630,Cabrillo Trail,
6482,66218632,Cabrillo Trail,
6483,66218633,Brookvale Trail,
6484,66218636,Brookvale Trail,
6485,66218638,Cabrillo Trail,
6486,66218643,Brookvale Trail,
6487,66218644,Cabrillo Trail,
6488,66218646,Brookvale Trail,
6489,66218649,Brookvale Trail,
6490,66218650,Cabrillo Trail,
6491,66218651,Brookvale Trail,
6492,66218654,Cabrillo Trail,
6493,66218656,Brookvale Trail,
6494,66218658,Brookvale Trail,
6495,66340964,High Marsh Trail,
6496,66344275,Northgate Trail,
6497,66344277,Northgate Trail,
6498,66344284,Northgate Trail,
6499,66344287,Northgate Trail,
6500,66344291,Northgate Trail,
6501,66344304,Northgate Trail,
6502,66344306,Northgate Trail,
6503,66344315,Northgate Trail,
6504,66344316,Northgate Trail,
6505,66344319,Northgate Trail,
6506,66344321,Northgate Trail,
6507,66344327,Northgate Trail,
6508,66344333,Northgate Trail,
6509,66344336,Northgate Trail,
6510,66344342,Northgate Trail,
6511,66344343,Northgate Trail,
6512,66344344,Northgate Trail,
6513,66344345,Northgate Trail,
6514,66348358,Kent Trail,
6515,66349633,Helen Market Trail,
6516,66351047,Stocking Trail,
6517,66353210,CC Boys Trail,
6518,66643532,Codman Place,
6519,66643533,Codman Place,
6520,66643677,Joice Street,
6521,66984538,Spring Street,
6522,67379598,Kent Trail,
6523,67381684,Trail,
6524,67383517,Kent Trail,
6525,67383520,Simmons Trail,
6526,67383521,Benstein Trail,
6527,67383872,Helen Market Trail,
6528,67384114,Benstein Trail,
6529,67385532,High Marsh Trail,
6530,67395842,C-Dock,
6531,67458907,CC Boys Trail,
6532,67458909,CC Boys Trail,
6533,68313654,Battery East Road,
6534,68313655,Battery East Road,
6535,68313662,Washington Boulevard,
6536,68314159,Clay Street,
6537,68585729,CC Boys Trail,
6538,68588192,Lower Northside Trail,
6539,68588194,Lower Northside Trail,
6540,68589333,Collier Trail,
6541,68832702,Hesperian Boulevard,
6542,68899638,3rd Avenue,
6543,69020102,Lovers&apos; Lane,
6544,69200219,Ecology Trail,
6545,69206194,Weiler Ranch Trail,
6546,69206197,Weiler Ranch Trail,
6547,69206235,Valley View Trail,
6548,69206337,Hazelnut Trail,
6549,69312746,Shafter Avenue,
6550,69312751,Griffith Street,
6551,69312756,Underwood Avenue,
6552,69312758,Hawes Street,
6553,69312761,Armstrong Avenue,
6554,69314227,Hudson Avenue,
6555,69314259,West Point Road,
6556,69342171,Lyon Street,
6557,69420767,5th Avenue,
6558,69420770,5th Avenue,
6559,69420772,5th Avenue,
6560,69421635,5th Avenue,
6561,69589677,Palo Alto Avenue,
6562,69598564,Galvez Avenue,
6563,69598565,Donahue Street,
6564,69609322,Live Oak Terrace,
6565,69682479,Dover Way,
6566,69682481,Tanglewood,
6567,69682482,Hampden Way,
6568,69682483,Grandbury Drive,
6569,69682484,Tanglewood,
6570,69682485,Salisbury Way,
6571,69682486,Hampden Way,
6572,69682487,Tanglewood Circle,
6573,69682491,Derby Court,
6574,69682493,Camden Circle,
6575,69682495,Court View,
6576,69682496,Paintbrush Plaza,
6577,69682500,Scotchbrook Plaza,
6578,69682501,Salisbury Way,
6579,69682502,Windsor Court,
6580,69682503,Derby Court,
6581,70051598,Duboce Avenue,
6582,70051604,Olympia Way,
6583,70051608,Clarendon Avenue,
6584,70051617,Olympia Way,
6585,70051621,Olympia Way,
6586,70051630,Duboce Avenue,
6587,70051634,Olympia Way,
6588,70077931,Peter Macchiarini Steps,
6589,70077932,Peter Macchiarini Steps,
6590,70689696,Coastal Trail,
6591,70810668,Richmond Greenway,
6592,70906167,Elliot Street,
6593,70948820,Hang Ah Alley,
6594,71061577,Carlos Bee Boulevard,
